name;ort;x;y
319067986;matsimNetworkNode;734001.8600000001;5698645.9399999995
7054827328;matsimNetworkNode;737635.47;5700309.62
94040252;matsimNetworkNode;733148.01;5698249.05
262382576;matsimNetworkNode;731080.31;5698439.569999999
145912363;matsimNetworkNode;732433.48;5699525.55
290705349;matsimNetworkNode;734637.8300000001;5698924.9399999995
cluster_12352371_59973333;matsimNetworkNode;731382.87;5696693.4799999995
cluster_671494706_671494712;matsimNetworkNode;731595.92;5697324.9399999995
276685441;matsimNetworkNode;731279.78;5697156.109999999
268659254;matsimNetworkNode;733120.0800000001;5697897.84
671494962;matsimNetworkNode;731636.31;5697462.85
145970331;matsimNetworkNode;733874.54;5698186.04
309850884;matsimNetworkNode;734828.01;5699382.76
cluster_165155770_165155797_165156118_165156144_#8more;matsimNetworkNode;735920.04;5699123.49
319066645;matsimNetworkNode;733869.27;5698574.37
94040227;matsimNetworkNode;732893.27;5698347.4799999995
283699240;matsimNetworkNode;734524.54;5700143.33
98985380;matsimNetworkNode;737481.8500000001;5700777.39
319063375;matsimNetworkNode;734665.03;5699935.66
98987323;matsimNetworkNode;737481.1000000001;5700314.6
98987322;matsimNetworkNode;737235.2;5700124.1899999995
270706804;matsimNetworkNode;734600.42;5698246.41
312171876;matsimNetworkNode;735832.39;5700006.4799999995
33600192;matsimNetworkNode;736112.46;5699804.14
165091283;matsimNetworkNode;735603.8200000001;5699301.43
cluster_1488581931_270746595;matsimNetworkNode;735175.1100000001;5699301.069999999
2750638589;matsimNetworkNode;734779.12;5698606.59
145970327;matsimNetworkNode;733862.45;5698223.59
294929133;matsimNetworkNode;731765.13;5698595.88
270746598;matsimNetworkNode;734997.66;5699216.75
30256387;matsimNetworkNode;734476.91;5699281.04
294925952;matsimNetworkNode;731853.16;5697293.71
283699236;matsimNetworkNode;734333.8300000001;5700069.99
423772991;matsimNetworkNode;732694.68;5696903.43
98985379;matsimNetworkNode;737558.42;5700716.34
18345270;matsimNetworkNode;735881.3500000001;5699157.24
260624236;matsimNetworkNode;731387.8500000001;5698461.08
294925958;matsimNetworkNode;731846.3500000001;5697524.109999999
423772994;matsimNetworkNode;732711.64;5696857.01
145966042;matsimNetworkNode;734686.3600000001;5698822.779999999
312296383;matsimNetworkNode;737574.63;5701017.97
1972649280;matsimNetworkNode;731296.8400000001;5697308.7299999995
270707070;matsimNetworkNode;734379.78;5698252.97
312171111;matsimNetworkNode;737470.8400000001;5700889.74
312171110;matsimNetworkNode;737436.8300000001;5700864.91
262684720;matsimNetworkNode;731903.69;5698596.1
270707196;matsimNetworkNode;734515.44;5698105.4799999995
319066500;matsimNetworkNode;734172.3400000001;5698537.6
270707073;matsimNetworkNode;734304.62;5698290.359999999
cluster_1832293177_2587920392_5803901820_5803901821;matsimNetworkNode;733529.73;5700096.6899999995
262684724;matsimNetworkNode;731880.91;5698742.069999999
270707197;matsimNetworkNode;734534.95;5698093.75
3096907867;matsimNetworkNode;734859.5700000001;5699652.27
cluster_313053679_313054706;matsimNetworkNode;734558.3600000001;5698025.6
317672084;matsimNetworkNode;731985.31;5697361.56
317672082;matsimNetworkNode;731921.44;5697525.31
317672081;matsimNetworkNode;731832.77;5698107.18
299795433;matsimNetworkNode;735809.3500000001;5699916.399999999
1832293179;matsimNetworkNode;733511.8;5700125.7299999995
123912411;matsimNetworkNode;735011.0800000001;5698915.25
433472561;matsimNetworkNode;733469.99;5698465.1
1815444841;matsimNetworkNode;734758.0;5699801.87
123912416;matsimNetworkNode;735015.28;5698942.3
262681200;matsimNetworkNode;731144.42;5698698.24
294929078;matsimNetworkNode;731962.41;5698355.58
262684711;matsimNetworkNode;732312.3500000001;5698786.58
2674593520;matsimNetworkNode;733885.7;5698120.31
6035154448;matsimNetworkNode;731256.65;5697281.6899999995
2674593521;matsimNetworkNode;733869.01;5698169.6899999995
294929074;matsimNetworkNode;731895.7;5698290.41
262684715;matsimNetworkNode;732158.71;5698667.04
342283046;matsimNetworkNode;732359.74;5698504.13
342283287;matsimNetworkNode;732369.71;5698597.85
145912440;matsimNetworkNode;733928.1000000001;5700425.02
3205322589;matsimNetworkNode;731239.46;5696797.58
283699334;matsimNetworkNode;734566.75;5700254.17
2963360296;matsimNetworkNode;732732.06;5699877.33
918346659;matsimNetworkNode;731232.72;5697293.5
283700168;matsimNetworkNode;734575.9;5700229.99
3131299967;matsimNetworkNode;733608.72;5698693.8
