Stop ID,Link ID,X,Y
9063971334,337039697,737297.44,5692941.5
2792408715,24219184#2,730346.96,5687034.42
264123051,24915977#1,737950.54,5696704.16
31355769,-19753957#0,736571.54,5688197.43
2792408717,24219184#0,730117.8400000001,5687024.75
317502509,28885727#0,735828.14,5696684.05
1187555393,448025132,739110.74,5701255.85
26123870,-4312049,731627.41,5693160.17
cluster_12276334_312311228,-2731344#0,736724.75,5697560.9399999995
26123872,-4312050,731563.06,5693215.05
241479212,22495009,728843.68,5682735.29
248924973,-285780504,735008.6100000001,5689651.01
26123871,22737812#2,731428.54,5693124.62
391280099,-34127113,730490.94,5684699.52
26123873,22737812#0,731484.52,5693065.42
264123068,24915977#0,737983.6000000001,5696640.949999999
317502523,28885727#1,735903.3500000001,5696704.3
217634166,-20409529#0,738185.98,5692415.779999999
26123876,-103741636#0,731528.87,5692156.109999999
3219611287,-4357957,734074.64,5690881.069999999
26123878,4312056#0,731619.05,5692585.22
2101400475,202237085,742260.39,5694657.5
26123879,4312056#1,731536.0800000001,5692536.18
443973316,-37853982#0,736534.12,5690521.8
278555615,-1033244313#0,737980.27,5690834.72
25425677,103889979#1,733950.45,5692034.8
25425678,105082348#2,734090.03,5692101.18
278555613,4068236#0,737984.72,5690737.819999999
278555612,1033244313#1,737957.5900000001,5691045.04
1126352740,443265500#1,729352.43,5697231.569999999
25425676,4248647#0,734050.27,5692120.069999999
31355756,4859591#6,736566.3400000001,5688358.55
cluster_1414222490_1414222493,127856329#0,729440.18,5690574.59
3426675993,1033828693,745093.29,5693739.819999999
6211232799,-28077093,732650.72,5691454.399999999
cluster_1102270299_2652140990_2728492693,263780657,737083.7,5691698.29
31355750,-18831117,736624.43,5688346.069999999
1657019652,152937021,729295.89,5690966.819999999
cluster_27543011_439187763_439187764_439187766,131683894#0,729977.1000000001,5693098.9799999995
26518520,-314486896,731653.72,5696556.699999999
96612672,-156840621#0,731006.02,5686214.87
cluster_2603375653_2603375655,179458570,740530.41,5686692.569999999
2620886684,256423191,737264.87,5690880.4399999995
3975591182,26846114#1,731497.28,5688771.85
147960732,-14981240,739589.5700000001,5694184.54
3368532431,329908804#0,742336.76,5694317.62
96612675,10872538,730971.6100000001,5686041.6899999995
31355746,4859591#4,736692.0,5688242.38
430080787,24262170,731241.12,5698614.08
4018037291,-399067490,731395.89,5692904.949999999
320914784,-30796786,727543.69,5693347.12
1810703428,-314644903,734639.05,5693789.3
144470294,14642595#1,736966.72,5692698.529999999
31355741,19753957#0,736574.12,5688116.14
cluster_309167708_4606922829,264899632,741532.54,5686970.149999999
257576083,23773184#2,738870.97,5696945.029999999
83660882,102838294,740594.3600000001,5700203.1899999995
257576081,-23773184#0,738878.4,5697310.99
321749744,-25012747#0,728128.42,5690116.22
321749746,25012747#0,728219.3200000001,5690143.859999999
321749747,694045036,728169.37,5690315.3
301533146,272458349#1,731146.22,5693274.16
cluster_93775724_93775727,10638685#0,729304.64,5697565.6899999995
3368532424,26350129#1,742329.64,5694375.33
1088490811,-93733882#0,742393.28,5694128.149999999
25717008,333325978,740343.26,5698091.02
3368532422,26350129#0,742324.3400000001,5694420.02
301533149,77034015#2,730925.93,5693372.149999999
3771054984,373681386#0,733525.72,5696423.99
31355731,4859591#2,736449.13,5688230.1899999995
319067987,11648269#6,734055.4,5698496.04
31355732,845398164#1,736530.47,5688234.77
319067986,-29012194,734001.8600000001,5698645.9399999995
cluster_20247460_991501834,273430067,738668.76,5694497.91
cluster_378301485_378301491,33287890#2,742686.1100000001,5694696.67
96612668,197063322#1,731013.8,5686249.949999999
69389082,-108043430#0,740857.44,5691610.34
cluster_144214396_1528089156,14625346#0,737864.3300000001,5692808.6899999995
69389083,27688149#0,740589.71,5691583.76
313967857,346577379,735189.5900000001,5691397.2299999995
212432887,125049772,734055.05,5694749.609999999
3206815935,10951304#1,734291.75,5695620.35
69389087,-30507566,740404.25,5691557.79
cluster_293238264_946623260,-26734885#2,735622.45,5696831.37
318380246,28957141,741955.37,5686226.279999999
7784878137,308365325#1,734360.1000000001,5692593.58
1088490806,26350379,742394.91,5694238.38
321749755,25012747#2,728385.78,5690193.4799999995
267831727,-24638963#1,734991.94,5696939.93
31355729,18832445#1,736241.56,5688208.56
73962604,179562478,738343.8200000001,5692371.7299999995
145970331,261838003,733874.54,5698186.04
217636791,20409628#0,738403.16,5692651.79
298117701,1025660812,729840.49,5697111.819999999
753958864,-195071196,732044.56,5690704.029999999
cluster_27542497_27542503,334734119#0,728112.42,5691045.16
319066645,-29012101#0,733869.27,5698574.37
143514523,233092800,737753.2,5694664.0
143514522,14568333#2,737705.6100000001,5694655.16
143514520,14568311#0,737649.89,5694707.56
cluster_17088100_3956942681_4587213462_6048642779_#2more,4269197#1,732737.01,5692093.109999999
2620886690,376954829,737287.52,5690897.41
96612681,-13777146#0,730932.23,5685734.77
378332503,-33289248#2,740591.05,5695854.43
145970327,14784098#0,733862.45,5698223.59
25730005,-4275815#0,739167.38,5697406.67
25730007,-206503480#0,739217.3600000001,5697414.029999999
25730008,4275811#2,739304.66,5697427.29
25730004,-10362885,739221.48,5697234.26
289743707,62311310,740055.17,5698476.449999999
197747421,-19076919#0,735274.93,5692387.49
287616256,26261297#1,740794.78,5690114.39
287616255,26261142#0,740971.54,5690087.14
9360258396,373681386#1,733413.31,5696433.22
3210011301,-314933346,728871.8600000001,5682557.93
1088490867,93733882#2,742422.1000000001,5694131.92
3210011300,-314933341,728858.3500000001,5682504.62
269064947,441684924#1,731532.7,5687763.31
253962353,105079351#0,735600.76,5695313.1899999995
32854738,4961996#0,737439.16,5694941.319999999
183205238,17506085#0,732959.98,5696276.4399999995
7512339034,803108401#2,729764.15,5685359.18
269064962,-1046200288,730868.37,5686416.04
7512339037,77699204#2,729764.5900000001,5685509.93
7512339036,-1027415400,729766.19,5685461.89
7512339035,-1027415399,729765.3500000001,5685411.569999999
4580415438,36873593#2,726894.8300000001,5693258.13
28384090,422871947,730509.14,5692020.72
28384091,134931073#1,730392.89,5692186.18
9506002474,170517378,734056.25,5693026.97
269064958,-176785153,731786.92,5688067.1899999995
3573143017,26152232#1,726964.14,5690501.38
294929078,26860824#2,731962.41,5698355.58
25534774,213562882,734388.99,5689927.27
3793443098,-376000920,741446.94,5697954.14
294929074,24262496#0,731895.7,5698290.41
3793443096,4189065#1,741452.42,5698023.2299999995
25534770,213562882,734388.99,5689927.27
17088102,204708168#2,732650.1000000001,5691764.85
17088104,28077093,732508.98,5691335.25
17088106,4292951#0,732401.8300000001,5690884.779999999
663170117,-376817828,740607.21,5686711.819999999
1187555300,-102837861#0,739976.49,5701291.08
28384096,134931073#5,730678.1000000001,5692295.63
192313103,18641114,738185.74,5693724.89
28384092,134931073#2,730461.69,5692216.949999999
297882918,-97236344#0,728907.1000000001,5698044.6
378320580,33288709#0,742107.3400000001,5695668.99
192313104,18641137#0,738184.54,5693832.42
28384095,134931073#4,730569.94,5692258.49
7512339028,803108398#0,729838.16,5685460.87
2101400510,209197538,742268.9,5694695.029999999
18345487,-35403958,736160.3500000001,5693921.029999999
cluster_3673957227_69426258,-259718596#1,741071.0800000001,5689646.29
25534766,173195131,735115.53,5688747.74
96612653,10872448#3,731112.8400000001,5686540.949999999
5577158436,-583352586,737810.53,5691282.81
96612656,197063322#0,731136.1100000001,5686514.7299999995
266641669,24520273,728641.75,5691021.93
286752447,26187074#2,740531.3,5690493.81
1652420623,152425358,735625.56,5693414.88
32854719,35194118#2,737360.72,5695130.29
59974831,-8022369#0,729882.22,5694536.83
cluster_144451766_2410716915_3523207155,239544523,737582.26,5692038.47
293643516,26771063#0,739519.0900000001,5702286.75
4807019042,161196134#5,733879.74,5700398.9799999995
4880954835,208767342,734420.15,5691122.56
4807019043,-103019683,734006.51,5700471.41
cluster_268773011_269543624,-24729078,741387.38,5691585.42
203898786,98662982,740775.99,5694006.04
1088490834,-93739482#0,742373.04,5694089.84
270723216,23450081#0,736123.31,5695096.22
270723217,-23450081#0,736267.69,5694998.08
287964728,-329911043#0,742437.49,5694246.819999999
96612647,10872448#2,731065.0900000001,5686685.13
cluster_59688955_60443320,8568377,727033.81,5694733.279999999
3374505372,732103087,736408.45,5692752.99
cluster_18345489_264977689_6033769476_6349057403,3700634,736067.25,5693828.4399999995
444779680,672989900,736649.18,5691247.6899999995
59245425,165264463,734722.2,5690560.54
536647750,-579514559,734140.3300000001,5695552.37
59245427,479473829,734570.8,5689938.42
128034839,-24058927#1,731922.51,5688236.319999999
59245420,-165264456,734621.25,5690353.55
cluster_1411409346_1411409352_1411409369_221802653,127639329,729776.3300000001,5691140.97
cluster_203582876_3370728515,19604161#0,741273.43,5694699.6899999995
59245421,-165264463,734626.69,5690563.3
255135826,24950618#0,739915.8600000001,5691676.359999999
890375806,314637863,733999.1000000001,5695536.859999999
255135824,23561396,739973.3200000001,5691694.7299999995
144216232,-151550103#0,737463.3,5693067.49
196066655,842483867,736064.75,5689640.68
1088490899,26350353,742338.75,5694230.59
144216233,14625557#1,737592.56,5693186.84
2563382384,-249779225,736508.3300000001,5687425.279999999
1987135072,-192697438,739530.56,5689404.96
2563382385,249779225,736412.31,5687404.25
987586828,85145229,732879.72,5694190.22
25730041,396903101#7,739586.3500000001,5697561.54
96618807,10872971#1,732260.24,5688954.51
cluster_317644197_385183127,-28897633#0,740598.39,5694822.39
221822764,-309145708,729640.15,5690384.02
1632175367,150289835,735436.6100000001,5693158.18
4807019075,161196134#0,733380.18,5700022.529999999
2772916888,137456450#0,731321.62,5689098.43
cluster_215180509_30710200,20294609#2,734961.98,5694669.14
242605230,-22617114,739111.28,5687804.359999999
1727171209,-185487527#1,732213.87,5699171.06
cluster_250299081_250299082_2615310610_2615310611,255831313#0,727613.44,5685557.4799999995
242605235,-22617176#0,739015.25,5688529.3
1246628929,125111193,733647.45,5694194.449999999
3003895328,-27992535#0,739670.66,5696271.6
9268161223,29379588,741936.37,5685540.05
25730012,396785282,739262.76,5697256.54
cluster_1654105046_31355838_31821373_31821382_#1more,11826276#0,735529.3,5692063.05
26588598,422821308,734418.51,5692790.24
3215684064,-315451323,730125.0900000001,5691978.72
315929976,14609500#1,738376.73,5695338.31
26588595,-4362243,734311.17,5692778.17
315929975,14609500#0,738309.1000000001,5695332.41
3215684062,315451324#1,730390.96,5691733.01
197693829,19073053,735304.96,5690008.18
30216186,-159510838,735049.72,5695038.92
30216188,-120359820,734947.74,5695267.1
315929978,14609500#2,738444.13,5695344.0
298823527,-26856244,728434.31,5698406.14
315929979,14609500#3,738511.6100000001,5695349.9399999995
cluster_17088098_25986962_25986964_25986966_#1more,165264458,732561.3400000001,5692415.63
242605228,-22617190,739155.73,5687584.81
147971478,14982585,740095.45,5693923.819999999
2570253195,250617764,742015.97,5691270.14
242605229,-22617117,739133.42,5687693.72
2570253194,623868565,741976.87,5691277.3
294919617,26856438#1,728410.1000000001,5697988.51
6579835627,24912998#0,734299.45,5698382.6899999995
197693830,479277722,735082.37,5690001.779999999
6222281533,664758125,737336.94,5700203.47
3467313994,910753227,730370.74,5691749.779999999
147916646,-14975004#0,737432.15,5693232.609999999
26684349,-204774341,727957.31,5699605.22
143563482,14568311#2,737480.13,5694514.75
4497645038,252979686,735163.29,5693539.24
cluster_1119945549_279802266,-25665957#0,742484.55,5693098.96
255133214,-23561165#0,739199.67,5692245.72
25730093,4275822#0,739807.91,5698184.99
313745912,173383320#0,739113.16,5689004.31
32033421,-925846664,735068.96,5690553.699999999
32033420,479277723#1,735288.74,5690559.12
cluster_59283486_59766071,-22737807#0,737184.28,5694049.63
3300324678,323241336,737681.88,5697552.0
3300324676,-323241336,737633.46,5697478.97
cluster_16572800_298862718_4613865717_6127283827,120356331#0,735752.66,5695368.899999999
8080724634,803108398#1,729912.8400000001,5685460.66
8080724633,59403534#0,729768.8400000001,5685252.54
4497645043,209190548,735185.3400000001,5693545.35
4497645041,180361892,735202.46,5693530.75
4497645042,252565261#0,735162.55,5693525.99
147960762,-14981308#0,739495.41,5694182.66
8080724638,77699204#1,729913.63,5685507.76
8080724639,866917744#1,729913.14,5685359.5
143575489,31747718#1,738653.22,5695080.25
262646314,-1050473389#0,729691.3600000001,5690308.24
147959782,14981308#1,739643.65,5694184.91
279275162,25624209#1,739656.46,5693013.56
215120436,41066357,730791.8300000001,5694873.42
144216227,-14625618#1,737444.74,5692990.93
31560734,165114352,734738.8400000001,5692108.4399999995
8080724640,803108400,729837.68,5685359.0
98985873,-173182941,737203.62,5700393.97
1188516594,-1029663927,743613.51,5691194.96
59751604,7936145#3,732257.02,5696521.14
96610074,-10872538,730840.87,5686049.609999999
250762253,-23189225#0,730299.1000000001,5689874.3
128034850,30492473,731865.68,5688275.35
143562176,-14571147#0,737419.3200000001,5694567.67
128034855,-24521880#0,731765.28,5688330.09
31560724,-133618652#0,735335.99,5692024.22
31560727,133618652#1,735095.16,5692048.81
279275159,-19561015#2,739487.78,5692591.79
393764063,234191600#7,735443.05,5696217.38
2460132777,303649561#3,737146.89,5692701.38
145970364,14784098#1,733755.47,5698188.83
2705278709,829775545,737587.43,5687220.4399999995
5590752151,488284879#0,728168.16,5697885.569999999
cluster_59849822_59850090_59850092,-153212285#0,728904.3,5694686.069999999
147933199,1040217193#1,736760.22,5693234.42
25730062,4275821,739511.22,5697956.899999999
7289719763,780652205#3,736988.74,5693849.35
429827460,28899214#2,727173.8600000001,5692877.14
7289719765,29461896#0,736797.5800000001,5693857.43
350544218,28210215#1,735973.6100000001,5700930.0
7289719767,780652205#0,736594.0900000001,5693865.109999999
7289719766,780652205#1,736683.18,5693861.39
270741218,-161227805,737409.94,5699369.49
250291404,-23160373,731151.63,5690246.64
323157971,-251321499#0,741428.37,5686811.58
332283029,-25851940#10,742046.78,5695672.22
332283027,30147009#9,741907.55,5695526.819999999
1516723289,138336810#1,736358.54,5699921.819999999
3997183728,-396868440#0,739004.2,5697534.96
cluster_317610151_64720618,28894419,737272.67,5696355.81
cluster_25716480_25716508_3998760288_6208333397,-25792395,739995.73,5697720.87
7289719761,22737807#2,737186.71,5693841.06
7289719760,780652205#5,737283.87,5693836.97
2983857943,294768267#1,727156.13,5688683.74
9101829279,-121122071#0,733621.54,5695464.699999999
298246682,-1036237820,728485.49,5697496.74
197791631,-132575237,737017.75,5691751.83
2983857951,-294768267#0,727151.89,5688704.949999999
2983857952,294768267#0,727139.46,5688704.85
7781783823,-8098208#0,731807.8300000001,5696477.49
197791639,19081470#1,736956.8300000001,5691970.149999999
243213595,380854073#0,735112.8600000001,5692246.68
197838816,88369498,735864.79,5688052.76
880468900,121166636,730953.79,5697361.6899999995
1393178668,125433243#7,735133.19,5689654.97
215490918,-127430378#0,733594.56,5694097.699999999
3075858700,-303243609,738875.23,5697537.21
7289719759,780652205#6,737410.53,5693832.33
307133560,27957239#0,740547.27,5687914.58
1132341008,-4880521#0,732820.13,5692083.24
cluster_330439940_5584095345,30017161#0,729177.43,5699221.93
49531550,19075141,735000.42,5691768.109999999
390063312,34039132#3,727292.1000000001,5692771.26
59067030,20453014#1,733161.81,5695668.529999999
cluster_217632034_217632035,-20409577#0,738445.37,5692749.33
59067032,17067003,733217.2,5695908.64
291583659,-26588321#0,740932.17,5688367.699999999
73962593,-331198023,738015.0900000001,5692039.68
143568414,-14571543,738150.71,5694776.12
309167605,-28148357,740479.17,5688593.88
1314278986,184958479#0,736577.88,5691137.17
309167606,1047588427,740593.76,5688448.27
367991758,32703415#0,739258.51,5689254.29
309167603,26588307#1,740431.17,5688499.149999999
19814645,199996691#2,736100.53,5688032.64
146650856,-37449903#1,729694.5900000001,5684260.449999999
307133527,-27957234,740273.91,5687844.0
418762732,28886437,735574.5700000001,5695835.31
319060405,29011529#0,734335.24,5699832.39
319060404,-29011567,734285.54,5699815.24
298905084,-103695190,727761.73,5699082.859999999
1272277040,1033553021#0,736639.72,5689050.25
196096402,18947224#0,737252.37,5686992.46
250762406,23189225#0,729996.45,5689864.4399999995
250762407,23189225#1,729883.27,5689832.66
cluster_4049186909_4049186911,-402522397,736003.8300000001,5691493.17
3439380027,28276956#1,730994.6000000001,5691877.069999999
309167611,59295362#2,740789.96,5688597.16
206218448,30747139,734868.31,5692667.27
30216001,61646544,731930.8400000001,5696603.64
309167621,28148359,741511.5700000001,5688372.42
378301363,33287880#3,742537.94,5694666.899999999
204951314,-1028529596,739166.16,5693805.0
194556238,846997267,735859.3500000001,5688891.72
4583682288,29181402#3,728552.6000000001,5693249.4799999995
26018140,24348916,738918.75,5697993.27
cluster_2111888064_2111888065_25965802,-13778562,731870.6100000001,5692921.9399999995
cluster_192298028_192298029,-18639856#0,740973.47,5695170.47
30216004,1025685372,732479.6100000001,5696388.399999999
3075858732,14572528,737938.5700000001,5695510.63
26018107,-912941753,739226.2,5693428.1899999995
19814673,33822906,741079.76,5697626.9799999995
240477573,-331221493#0,740783.23,5695343.31
70725612,10951305#3,733800.48,5695795.899999999
240477570,22375245#1,740855.55,5695330.72
310818368,-173383995,739089.22,5689174.449999999
307133511,-29183701#0,740160.14,5687956.26
1463832979,975473232,745903.05,5692073.34
242611245,22617130#0,739369.43,5687283.5
240477575,28284551#5,740752.92,5695260.92
307133507,-31026091#0,739907.5900000001,5688182.7299999995
1463832980,-169547090,743290.64,5691637.649999999
19814664,253306484,738672.4,5689253.17
146650872,14849846#2,730713.38,5685231.64
128014521,13777148,730951.22,5685658.85
250762411,364539935#1,729690.78,5689687.66
316464818,-209207014,738063.17,5694433.319999999
316464817,209207014,738140.0,5694449.899999999
cluster_259967806_294161378,23972053,731683.94,5688368.529999999
1857980046,-175159944,731538.75,5691757.87
70725609,10951305#2,733915.74,5695781.899999999
70725607,10951305#1,734026.1100000001,5695768.859999999
128014508,13777146#0,731001.73,5685743.01
26018119,-4302869,739536.3400000001,5698478.39
4345113020,4312450#1,736364.03,5701944.33
4450811430,436632619,738625.53,5701130.31
70725603,30312394#1,734033.8500000001,5695832.05
4890143929,1033828704#2,737876.52,5690762.529999999
1516723284,-44595462,736348.1000000001,5699917.14
4890143928,4068258#2,737954.44,5690585.54
4890143927,-497461333#0,738669.0800000001,5690506.62
240477567,22375245#0,740960.41,5695360.84
255135923,23561402,740274.7,5691713.35
97621218,-78181123,730760.66,5696291.29
429827459,28899159#2,727175.42,5692918.09
429827457,28899159#1,727090.55,5692921.62
291583661,-26588315#0,741281.8500000001,5688371.449999999
429827458,28899214#0,727088.43,5692879.779999999
144210190,-14625155#0,737911.92,5692332.149999999
429827456,132668187#1,726973.6100000001,5692831.56
144210193,-236774061#0,738057.98,5692451.79
1347761734,120139497,739799.21,5687769.199999999
373417348,14639161#0,737881.16,5692890.05
391280189,34127116#1,730532.8300000001,5684834.8
250212660,-23157416,730196.99,5690367.75
25970759,4297560,731917.8600000001,5692459.2299999995
29353743,30491676#0,730846.2,5693889.68
25970757,241544307#0,732295.81,5692442.029999999
2925745565,731999612,737150.79,5692934.68
264125539,24347611,739201.71,5698129.529999999
298456303,204722075,730296.27,5701121.279999999
cluster_3425140826_5332296407,33396075#0,743655.1100000001,5694265.38
3779503385,368975329#0,733626.53,5696364.51
3096304356,305061987#1,734799.27,5699593.609999999
1106800603,131566007#3,730812.5,5694779.52
26518480,-1036226589,730606.56,5696917.81
291583698,26588315#0,741298.95,5688284.4399999995
130102938,13862596,737736.5900000001,5699700.91
69397697,1033828700,739965.03,5691754.01
98988030,-224636937,736683.87,5699961.89
25970763,-279229854,731839.87,5692531.91
260684229,24036666#0,735779.18,5695205.56
260684228,23450081#2,735842.3600000001,5695289.84
1652420804,-152425359,735845.0900000001,5693470.26
29353752,77034060#0,730713.63,5693852.51
73888084,130038073#0,737446.99,5690788.16
6705381419,4549454,730301.43,5692168.399999999
419016614,-28817684,734661.65,5692318.4399999995
391280193,34127116#3,730585.98,5685136.51
27295450,250505804,734989.0900000001,5692599.38
391280194,310679053#1,730588.8600000001,5685168.899999999
cluster_316970793_408502823,-28830938#1,734883.47,5692508.4399999995
294164055,23972056#1,731615.1100000001,5688536.84
429170044,77066395#2,726613.72,5692562.83
12276431,429265129,736544.69,5696995.99
199809913,-19245509,735615.75,5692334.279999999
25635472,18968407,735080.99,5689218.67
25635473,-136201552#0,735069.62,5689226.81
25635470,-165120582#0,735178.42,5689044.3
1187555224,-238370472,739334.66,5701263.8
25635476,285780505,734918.68,5689434.949999999
25635475,19211113#2,734937.5800000001,5689403.27
144209180,14625049#0,737545.5800000001,5692470.51
264125552,-24347611,739176.91,5698134.42
1187555217,241696328#0,738684.5900000001,5701106.55
423784805,36332270#0,727793.8500000001,5693090.41
423784803,-36332270#0,727764.75,5693044.26
2070079317,-10425461#1,735099.13,5697039.62
423784800,28899047#3,728136.99,5693101.52
259865928,-193166881,731840.49,5689374.04
1516723228,138336696,732565.93,5700101.51
19814627,431341990#0,737989.69,5687047.08
2481327373,-23249067#0,728972.5700000001,5689443.97
954729913,-30824907#0,732339.17,5698600.199999999
423784806,28745122#2,727835.56,5693129.54
293642108,24455052,739415.8400000001,5702061.16
954729919,30172534#1,732188.3600000001,5698509.62
26518478,-314483699#0,731236.25,5696759.97
250212659,-23157420,730282.79,5690124.96
2070555680,24066223#0,728483.94,5689915.149999999
423784810,28745122#1,727907.8200000001,5693122.93
29353782,-27428371,730970.52,5693709.35
500009417,23531867#1,730100.16,5696799.43
cluster_31355818_31355819_3801542469,-506154331#1,736987.0900000001,5691375.6899999995
29353780,28899488#1,731177.72,5693561.87
199741062,-177914664,738337.0900000001,5688931.109999999
310818300,-173384708,739071.68,5689366.899999999
2716265106,266044921#0,736770.15,5691773.68
17084482,-25904527#0,742234.94,5693546.79
25575411,1017959858,736217.72,5693810.279999999
5768088279,453108209#2,741617.53,5687005.279999999
cluster_2592701512_27259571_27259581_540369408,238294907#1,736465.66,5693009.92
8830434926,-312322897#0,731005.78,5688825.34
5768088276,453108209#1,741642.8400000001,5687005.8
318378037,28638247#0,742482.31,5686201.49
105948298,-20124251,735975.37,5694883.3
25575415,1017959884,736205.0700000001,5693811.87
25575418,209032412#0,736180.6000000001,5694433.43
25575417,314306381#0,736180.6000000001,5694433.43
381252242,-909716307,727654.87,5685585.67
379893601,33396082,743354.93,5694355.859999999
80110034,259718596#1,740969.47,5689723.74
316631500,-165264451#0,735699.51,5688850.89
130102979,13862530,737986.41,5699466.8
3415467406,270843108#5,728313.99,5691184.069999999
3415467404,-270843108#0,728122.43,5691190.99
3415467405,334452695#5,728294.8200000001,5691243.05
3901082491,238952167,735436.16,5691825.96
18345414,174195119,736160.76,5694412.109999999
18345413,387749821,736200.98,5694501.2299999995
59973373,-8021773#0,731313.43,5696728.16
18345412,-387749820,736266.89,5694604.859999999
251062935,23189596#0,731859.3,5690155.1899999995
59973374,-25385862,731361.75,5697140.81
18345416,174195118,736218.93,5694373.699999999
144211459,14625218,737661.74,5692654.55
cluster_1221256353_26191178_418752620_4630910721,-49603096,734624.98,5692441.31
3181715136,37630917,731739.22,5690765.51
332283046,25851940#4,741884.0800000001,5695788.51
332283042,25851940#5,741910.06,5695808.529999999
4345113097,-257336096,736438.29,5702014.2299999995
26588601,-155731966,734608.3600000001,5692811.81
918346388,121166635,730893.1100000001,5697430.609999999
373417365,14626049#0,737973.99,5692911.609999999
313054164,24912998#4,734019.8600000001,5698110.699999999
253956307,-25275771,736471.3400000001,5692474.37
260684230,23449986#0,735639.8,5695164.819999999
2935109720,24061046#1,727310.5,5688322.35
995367654,135175874,734844.56,5693196.05
5033397356,28816488#0,734427.05,5693389.35
7396242043,791162686,728077.56,5689319.16
29353770,-77034044#1,730621.2,5693877.97
3095941259,135753950#0,734501.74,5699865.04
332283036,25851940#7,742034.91,5695735.1
29353774,942738582,730943.97,5693737.14
332283038,25851940#6,741974.02,5695795.1
3190850061,-313176463,739070.06,5694937.16
cluster_25279707_25390856,-318023593#2,738801.22,5696082.55
3190850062,-313176465,739121.23,5694981.41
1259166033,-119225972,729760.76,5692457.77
995367647,76914998#1,734795.49,5692792.72
26588628,132052481,734927.37,5693009.359999999
144453606,-263985100,737387.02,5691588.88
17088006,-28126101#0,735625.48,5690891.22
17088007,346577381,735626.13,5690915.08
30426145,13228612#1,734626.5,5694789.529999999
146128645,-23189594,732021.8500000001,5690474.58
26588621,-253333757,734938.87,5692856.149999999
142002280,14468657#1,738977.97,5693544.6899999995
339041806,10873373#0,732135.92,5688870.54
260624685,-24031827,731556.12,5698802.05
142002279,14468657#0,738876.37,5693553.7299999995
26588618,-4362252,734955.12,5692775.34
2592701502,239051124,736307.56,5692772.5
616757186,48552824#0,735492.5,5696966.12
315366595,28691233#0,727079.19,5691023.34
2592701506,766376039,736339.93,5692764.62
30426151,-554579637,734863.27,5694991.43
262380276,-24232666#0,731103.3500000001,5698293.109999999
3264519015,156891028#0,726742.88,5693425.59
298456392,150066324,730457.03,5701027.63
317666966,27697508#0,732388.8500000001,5699984.91
cluster_26264800_3101077375,257164949#0,736871.22,5694390.88
31355852,-4859606,735258.77,5689594.33
259402284,-24679162,736451.01,5693343.92
24542466,-4189064#1,741370.42,5698028.38
32854805,-393000065,737589.93,5694925.319999999
17088028,-253332003#0,735042.44,5693381.24
954729985,121165623#1,734130.93,5696563.51
31355850,-930333154,735312.8200000001,5689757.029999999
31355851,24183897,735315.72,5689620.39
250566080,-23238325#0,729141.68,5688641.67
2592701532,24492854#0,736333.75,5693487.4799999995
314753401,761110701#4,742776.45,5686283.4399999995
60594860,8089410#0,733130.3200000001,5690201.41
5169822432,-532799220,742935.64,5685692.08
6038821885,-271764814,736203.26,5695650.949999999
31355849,-4859605#0,735298.64,5690248.22
cluster_25986478_269786751,4299343,731651.24,5692064.449999999
144466907,14573146,736831.9,5692610.18
60594853,132682020,733155.95,5690162.279999999
31355842,-19075124#1,735312.3300000001,5691843.66
194575301,18832752#0,736256.48,5688352.21
31355847,144255207,735283.3600000001,5690776.8
cluster_178858408_2424874904,17259797#0,735096.42,5696188.43
293238265,-103019713,735478.18,5696795.88
31355848,821241847#1,735297.69,5690265.06
cluster_18346573_18347014_250823103_700360121_#3more,144045837,730554.72,5690707.88
24542455,-4235880,741170.8500000001,5697944.84
250566079,-23238300#0,729595.31,5688606.18
17088014,-38084086,735052.5700000001,5691169.59
2592701520,8568226,736462.31,5693228.81
31355840,-8475497#0,735461.75,5691821.9799999995
3196186584,313614171#0,736373.99,5691249.279999999
cluster_1092561459_190159630,387618127#0,738785.53,5696431.88
cluster_25637067_423885453,10873625#1,731847.04,5691597.68
270706804,24913037#1,734600.42,5698246.41
2592701527,171920539,736341.1100000001,5693401.199999999
259865990,23972049,731844.52,5688700.99
404733058,-28894872,737689.66,5690430.56
259865992,-30492472#0,731902.21,5688515.62
31355839,-4880244,735469.31,5691974.399999999
1037725512,331726480,738563.3300000001,5696747.199999999
259865998,-23972051,731776.41,5688707.17
4167927186,-415844782,728221.71,5682482.6899999995
294929133,26861063#0,731765.13,5698595.88
339041835,-1031643795,732291.41,5689020.069999999
24542462,4189064#3,741357.1100000001,5697883.779999999
31355835,-166290614#0,735480.13,5692709.76
24542460,4189064#2,741362.41,5697930.779999999
31355837,-387260580,735561.22,5692154.79
268726157,24724625,734461.91,5695344.7299999995
cluster_1834100585_289403003_73825520,-108043427#0,743017.97,5691487.46
25635491,237908287,734746.3500000001,5690667.96
268726156,-24724625,734512.98,5695158.49
3222485274,-316142552,737038.02,5694428.699999999
427546137,186841016#1,727585.05,5688990.9399999995
25635492,-132545286,734748.26,5690777.859999999
69450205,177914636#1,738918.78,5691123.27
1412228243,-127639331,729790.6000000001,5691092.29
242619987,22617184,739512.8400000001,5688482.2299999995
cluster_132189514_60671103,-80889011#1,734086.52,5695125.02
1088490742,93733872#0,742343.16,5694266.35
25635489,-340336765,734740.7,5690453.1
259865982,23972051,731760.8400000001,5688525.79
